iter	Passed	Remaining
274	77	203
275	77	203
276	77	203
277	78	202
278	78	202
279	78	202
280	78	202
281	79	201
282	79	201
283	79	201
284	80	200
285	80	200
286	80	200
287	80	200
288	81	199
289	81	199
290	81	199
291	82	198
292	82	198
293	82	198
294	82	197
295	83	197
296	83	197
297	83	197
298	83	196
299	84	196
300	84	195
301	84	195
302	84	195
303	85	194
304	85	194
305	85	194
306	86	194
307	86	193
308	86	193
309	86	193
310	87	193
311	87	192
312	87	192
313	88	192
314	88	192
315	88	191
316	88	191
317	89	190
318	89	190
319	89	190
320	89	189
321	90	189
322	90	189
323	90	188
324	90	188
325	91	188
326	91	188
327	91	187
328	91	187
329	92	187
330	92	186
331	92	186
332	92	186
333	93	185
334	93	185
335	93	185
336	94	185
337	94	185
338	94	184
339	95	184
340	95	184
341	95	183
342	95	183
343	95	183
344	96	182
345	96	182
346	96	182
347	97	182
348	97	182
349	98	182
350	98	181
351	98	181
352	99	181
353	99	181
354	99	180
355	99	180
356	100	180
357	100	179
358	100	179
359	101	179
360	101	179
361	101	179
362	101	178
363	102	178
364	102	178
365	102	177
366	103	177
367	103	177
368	103	176
369	103	176
370	104	176
371	104	176
372	104	175
373	105	175
374	105	175
375	105	175
376	106	175
377	106	174
378	106	174
379	106	174
380	107	173
381	107	173
382	107	173
383	107	172
384	107	172
385	108	172
386	108	172
387	108	171
388	109	171
389	109	171
390	109	170
391	109	170
392	110	170
393	110	170
394	111	170
395	111	169
396	111	169
397	111	169
398	111	168
399	112	168
400	112	167
401	112	167
402	112	167
403	113	167
404	113	166
405	113	166
406	113	166
407	114	165
408	114	165
409	114	165
410	115	164
411	115	164
412	115	164
413	115	163
414	115	163
415	116	163
416	116	162
417	116	162
418	116	162
419	117	161
420	117	161
421	117	161
422	117	160
423	118	160
424	118	160
425	118	160
426	119	159
427	119	159
428	119	159
429	119	158
430	120	158
431	120	158
432	120	157
433	120	157
434	121	157
435	121	156
436	121	156
437	122	156
438	122	156
439	122	156
440	122	155
441	123	155
442	123	155
443	123	155
444	124	154
445	124	154
446	124	154
447	125	154
448	125	153
449	125	153
450	125	153
451	126	152
452	126	152
453	126	152
454	126	151
455	127	151
456	127	151
457	127	151
458	127	150
459	128	150
460	128	150
461	128	150
462	129	149
463	129	149
464	129	149
465	130	149
466	130	148
467	130	148
468	130	148
469	131	147
470	131	147
471	131	147
472	131	146
473	131	146
474	132	146
475	132	145
476	132	145
477	133	145
478	133	144
479	133	144
480	133	144
481	134	144
482	134	143
483	134	143
484	134	143
485	134	142
486	135	142
487	135	142
488	135	141
489	135	141
490	136	141
491	136	140
492	136	140
493	136	140
494	137	140
495	137	139
496	137	139
497	138	139
498	138	138
499	138	138
500	138	138
501	139	137
502	139	137
503	139	137
504	139	136
505	140	136
506	140	136
507	140	136
508	140	135
509	141	135
510	141	135
511	141	134
512	141	134
513	142	134
514	142	134
515	142	133
516	142	133
517	143	133
518	143	133
519	143	132
520	144	132
521	144	132
522	144	132
523	145	131
524	145	131
525	145	131
526	145	130
527	146	130
528	146	130
529	146	129
530	146	129
531	147	129
532	147	129
533	147	128
534	147	128
535	148	128
536	148	128
537	148	127
538	149	127
539	149	127
540	149	126
541	150	126
542	150	126
543	150	126
544	151	126
545	151	125
546	151	125
547	151	125
548	152	125
549	152	124
550	152	124
551	153	124
552	153	124
553	153	123
554	154	123
555	154	123
556	154	122
557	154	122
558	155	122
559	155	122
560	155	121
561	156	121
562	156	121
563	156	121
564	157	121
565	157	120
566	157	120
567	158	120
568	158	119
569	158	119
570	158	119
571	159	119
572	159	118
573	159	118
574	160	118
575	160	117
576	160	117
577	160	117
578	160	117
579	161	116
580	161	116
581	161	116
582	162	115
583	162	115
584	162	115
585	162	115
586	163	114
587	163	114
588	163	114
589	163	113
590	164	113
591	164	113
592	164	113
593	164	112
594	165	112
595	165	112
596	165	111
597	166	111
598	166	111
599	166	111
600	166	110
601	167	110
602	167	110
603	167	109
604	167	109
605	168	109
606	168	109
607	168	108
608	169	108
609	169	108
610	169	108
611	169	107
612	170	107
613	170	107
614	170	106
615	170	106
616	171	106
617	171	105
618	171	105
619	171	105
620	172	105
621	172	104
622	172	104
623	173	104
624	173	103
625	173	103
626	173	103
627	174	103
628	174	102
629	174	102
630	174	102
631	175	102
632	175	101
633	175	101
634	176	101
635	176	100
636	176	100
637	176	100
638	177	100
639	177	99
640	177	99
641	177	99
642	178	98
643	178	98
644	178	98
645	178	98
646	179	97
647	179	97
648	179	97
649	180	96
650	180	96
651	180	96
652	180	96
653	181	95
654	181	95
655	181	95
656	182	95
657	182	94
658	182	94
659	182	94
660	183	93
661	183	93
662	183	93
663	184	93
664	184	92
665	184	92
666	184	92
667	184	91
668	185	91
669	185	91
670	185	91
671	186	90
672	186	90
673	186	90
674	186	89
675	187	89
676	187	89
677	187	89
678	187	88
679	188	88
680	188	88
681	188	87
682	188	87
683	189	87
684	189	87
685	189	86
686	189	86
687	190	86
688	190	85
689	190	85
690	190	85
691	191	85
692	191	84
693	191	84
694	191	84
695	192	83
696	192	83
697	192	83
698	192	83
699	193	82
700	193	82
701	193	82
702	194	81
703	194	81
704	194	81
705	194	81
706	195	80
707	195	80
708	195	80
709	195	80
710	196	79
711	196	79
712	196	79
713	196	78
714	197	78
715	197	78
716	197	78
717	198	77
718	198	77
719	198	77
720	198	76
721	199	76
722	199	76
723	199	76
724	199	75
725	200	75
726	200	75
727	200	74
728	200	74
729	201	74
730	201	74
731	201	73
732	201	73
733	202	73
734	202	72
735	202	72
736	202	72
737	203	72
738	203	71
739	203	71
740	203	71
741	204	71
742	204	70
743	204	70
744	205	70
745	205	69
746	205	69
747	205	69
748	206	69
749	206	68
750	206	68
751	206	68
752	207	67
753	207	67
754	207	67
755	208	67
756	208	66
757	208	66
758	208	66
759	209	66
760	209	65
761	209	65
762	210	65
763	210	64
764	210	64
765	210	64
766	211	64
767	211	63
768	211	63
769	211	63
770	212	63
771	212	62
772	212	62
773	212	62
774	213	61
775	213	61
776	213	61
777	214	61
778	214	60
779	214	60
780	214	60
781	215	59
782	215	59
783	215	59
784	215	59
785	216	58
786	216	58
787	216	58
788	217	58
789	217	57
790	217	57
791	217	57
792	218	56
793	218	56
794	218	56
795	218	56
796	219	55
797	219	55
798	219	55
799	220	55
800	220	54
801	220	54
802	220	54
803	221	53
804	221	53
805	221	53
806	221	53
807	222	52
808	222	52
809	222	52
810	222	51
811	223	51
812	223	51
813	223	51
814	223	50
815	224	50
816	224	50
817	224	49
818	224	49
819	225	49
820	225	49
821	225	48
822	226	48
823	226	48
824	226	48
825	227	47
826	227	47
827	227	47
828	227	46
829	228	46
830	228	46
831	228	46
832	228	45
833	229	45
834	229	45
835	229	45
836	229	44
837	230	44
838	230	44
839	230	43
840	230	43
841	231	43
842	231	43
843	231	42
844	231	42
845	232	42
846	232	41
847	232	41
848	232	41
849	233	41
850	233	40
851	233	40
852	233	40
853	234	40
854	234	39
855	234	39
856	235	39
857	235	38
858	235	38
859	235	38
860	236	38
861	236	37
862	236	37
863	236	37
864	237	37
865	237	36
866	237	36
867	237	36
868	238	35
869	238	35
870	238	35
871	239	35
872	239	34
873	239	34
874	240	34
875	240	34
876	240	33
877	241	33
878	241	33
879	241	32
880	241	32
881	242	32
882	242	32
883	242	31
884	242	31
885	243	31
886	243	31
887	243	30
888	243	30
889	244	30
890	244	29
891	244	29
892	245	29
893	245	29
894	245	28
895	245	28
896	246	28
897	246	27
898	246	27
899	246	27
900	247	27
901	247	26
902	247	26
903	248	26
904	248	26
905	248	25
906	249	25
907	249	25
908	249	24
909	249	24
910	250	24
911	250	24
912	250	23
913	251	23
914	251	23
915	251	23
916	252	22
917	252	22
918	252	22
919	252	21
920	253	21
921	253	21
922	253	21
923	254	20
924	254	20
925	254	20
926	254	20
927	255	19
928	255	19
929	255	19
930	256	18
931	256	18
932	256	18
933	257	18
934	257	17
935	257	17
936	257	17
937	258	17
938	258	16
939	258	16
940	258	16
941	259	15
942	259	15
943	259	15
944	259	15
945	260	14
946	260	14
947	260	14
948	261	14
949	261	13
950	261	13
951	262	13
952	262	12
953	262	12
954	262	12
955	263	12
956	263	11
957	263	11
958	263	11
959	264	11
960	264	10
961	264	10
962	264	10
963	265	9
964	265	9
965	265	9
966	266	9
967	266	8
968	266	8
969	266	8
970	267	7
971	267	7
972	267	7
973	267	7
974	268	6
975	268	6
976	268	6
977	268	6
978	269	5
979	269	5
980	269	5
981	269	4
982	270	4
983	270	4
984	270	4
985	271	3
986	271	3
987	271	3
988	271	3
989	272	2
990	272	2
991	272	2
992	273	1
993	273	1
994	273	1
995	273	1
996	274	0
997	274	0
998	274	0
999	274	0
