iter	Passed	Remaining
473	196	218
474	197	217
475	197	217
476	197	216
477	197	216
478	198	215
479	198	214
480	198	214
481	198	213
482	199	213
483	199	212
484	199	211
485	199	211
486	200	210
487	200	210
488	200	209
489	200	208
490	201	208
491	201	207
492	201	207
493	201	206
494	202	206
495	203	206
496	203	205
497	203	205
498	203	204
499	204	204
500	204	203
501	204	203
502	205	202
503	205	202
504	205	201
505	205	200
506	206	200
507	206	200
508	206	199
509	207	199
510	207	198
511	207	198
512	208	197
513	208	197
514	208	196
515	208	195
516	209	195
517	209	194
518	209	194
519	210	193
520	210	193
521	210	192
522	210	192
523	211	191
524	211	191
525	211	190
526	212	190
527	212	189
528	212	189
529	212	188
530	213	188
531	213	187
532	213	187
533	213	186
534	214	186
535	214	185
536	214	185
537	214	184
538	215	184
539	216	184
540	216	183
541	216	183
542	216	182
543	217	182
544	217	181
545	217	181
546	217	180
547	218	179
548	218	179
549	218	178
550	219	178
551	219	177
552	219	177
553	219	177
554	220	176
555	220	176
556	220	175
557	220	175
558	221	174
559	221	173
560	221	173
561	222	173
562	222	172
563	222	172
564	222	171
565	223	171
566	223	170
567	223	170
568	223	169
569	224	169
570	224	168
571	224	168
572	225	167
573	225	167
574	225	166
575	225	166
576	226	165
577	226	165
578	226	164
579	226	164
580	227	163
581	227	163
582	227	162
583	227	162
584	228	161
585	228	161
586	228	160
587	228	160
588	229	159
589	229	159
590	229	158
591	229	158
592	230	158
593	230	157
594	230	157
595	230	156
596	231	156
597	231	155
598	231	155
599	231	154
600	232	154
601	232	153
602	232	153
603	233	153
604	234	152
605	234	152
606	234	151
607	234	151
608	235	151
609	235	150
610	235	150
611	235	149
612	236	149
613	236	148
614	236	148
615	236	147
616	237	147
617	237	146
618	237	146
619	237	145
620	238	145
621	238	144
622	238	144
623	238	143
624	239	143
625	239	143
626	239	142
627	240	142
628	240	141
629	240	141
630	240	140
631	241	140
632	241	140
633	241	139
634	242	139
635	242	138
636	242	138
637	242	137
638	243	137
639	243	137
640	243	136
641	244	136
642	244	135
643	244	135
644	244	134
645	245	134
646	245	133
647	245	133
648	246	133
649	246	132
650	246	132
651	246	131
652	247	131
653	247	130
654	247	130
655	248	130
656	248	129
657	248	129
658	248	128
659	249	128
660	249	127
661	249	127
662	249	127
663	250	126
664	250	126
665	250	125
666	250	125
667	251	124
668	251	124
669	251	123
670	251	123
671	252	123
672	252	122
673	252	122
674	253	121
675	253	121
676	253	121
677	253	120
678	254	120
679	254	119
680	254	119
681	254	118
682	255	118
683	255	118
684	255	117
685	256	117
686	256	116
687	256	116
688	256	115
689	257	115
690	257	115
691	257	114
692	258	114
693	258	113
694	258	113
695	258	113
696	259	112
697	259	112
698	259	111
699	260	111
700	260	111
701	260	110
702	260	110
703	261	109
704	261	109
705	261	108
706	261	108
707	262	108
708	262	107
709	262	107
710	262	106
711	263	106
712	263	106
713	263	105
714	263	105
715	264	104
716	264	104
717	264	103
718	265	103
719	265	103
720	265	102
721	265	102
722	266	101
723	266	101
724	266	101
725	266	100
726	267	100
727	267	99
728	267	99
729	267	99
730	268	98
731	268	98
732	268	97
733	269	97
734	269	97
735	269	96
736	269	96
737	270	95
738	270	95
739	270	95
740	270	94
741	271	94
742	271	93
743	271	93
744	271	93
745	272	92
746	272	92
747	272	91
748	273	91
749	273	91
750	273	90
751	273	90
752	274	89
753	274	89
754	274	89
755	275	88
756	275	88
757	275	87
758	275	87
759	276	87
760	276	86
761	276	86
762	276	85
763	277	85
764	277	85
765	277	84
766	277	84
767	278	84
768	278	83
769	278	83
770	278	82
771	279	82
772	279	82
773	279	81
774	279	81
775	280	80
776	280	80
777	280	80
778	280	79
779	281	79
780	281	78
781	281	78
782	282	78
783	282	77
784	282	77
785	282	77
786	283	76
787	283	76
788	283	75
789	283	75
790	284	75
791	285	74
792	285	74
793	285	74
794	285	73
795	286	73
796	286	72
797	286	72
798	287	72
799	287	71
800	287	71
801	290	71
802	290	71
803	291	71
804	291	70
805	293	70
806	293	70
807	294	69
808	295	69
809	296	69
810	297	69
811	298	69
812	298	68
813	300	68
814	300	68
815	301	67
816	301	67
817	302	67
818	302	66
819	304	66
820	305	66
821	306	66
822	307	66
823	308	65
824	308	65
825	309	65
826	311	65
827	312	64
828	312	64
829	313	64
830	313	63
831	314	63
832	314	63
833	314	62
834	315	62
835	315	61
836	315	61
837	315	61
838	316	60
839	316	60
840	317	59
841	318	59
842	319	59
843	319	59
844	320	58
845	320	58
846	321	58
847	321	57
848	321	57
849	322	56
850	322	56
851	322	56
852	323	55
853	323	55
854	323	54
855	323	54
856	324	54
857	324	53
858	324	53
859	325	52
860	325	52
861	325	52
862	325	51
863	326	51
864	326	50
865	326	50
866	327	50
867	327	49
868	327	49
869	327	49
870	328	48
871	328	48
872	328	47
873	329	47
874	329	47
875	329	46
876	329	46
877	330	45
878	330	45
879	330	45
880	331	44
881	331	44
882	331	43
883	332	43
884	332	43
885	332	42
886	332	42
887	333	42
888	333	41
889	333	41
890	333	40
891	334	40
892	334	40
893	334	39
894	334	39
895	335	38
896	335	38
897	335	38
898	335	37
899	336	37
900	336	36
901	336	36
902	337	36
903	337	35
904	337	35
905	337	35
906	338	34
907	338	34
908	338	33
909	338	33
910	339	33
911	339	32
912	339	32
913	340	31
914	340	31
915	340	31
916	340	30
917	340	30
918	341	30
919	341	29
920	341	29
921	342	28
922	342	28
923	342	28
924	342	27
925	343	27
926	343	27
927	343	26
928	343	26
929	344	25
930	344	25
931	344	25
932	345	24
933	345	24
934	345	24
935	345	23
936	346	23
937	346	22
938	346	22
939	347	22
940	347	21
941	347	21
942	348	21
943	348	20
944	348	20
945	348	19
946	349	19
947	349	19
948	349	18
949	349	18
950	350	18
951	350	17
952	350	17
953	350	16
954	351	16
955	351	16
956	351	15
957	352	15
958	352	15
959	352	14
960	353	14
961	353	13
962	353	13
963	353	13
964	354	12
965	354	12
966	354	12
967	355	11
968	355	11
969	355	11
970	355	10
971	356	10
972	356	9
973	356	9
974	356	9
975	357	8
976	357	8
977	357	8
978	358	7
979	358	7
980	358	6
981	358	6
982	359	6
983	359	5
984	359	5
985	359	5
986	360	4
987	360	4
988	360	4
989	361	3
990	361	3
991	361	2
992	361	2
993	362	2
994	362	1
995	362	1
996	362	1
997	363	0
998	363	0
999	363	0
